brand,url,name,price,image,releaseDate,simSupport,dimensions,weight,os,screenSize,resolution,screenType,screenProtection,internalMemory,ram,cardSlot,processor,gpu,battery,frontCamera,frontFlash,frontVideoRec,backCamera,backFlash,backVideRec,bluetooth,3G,4G\LTE,5G,radio,wifi,nfc
vivo,"https://priceoye.pk/mobiles/vivo/vivo-y27
","vivo y27
","Rs  46,799",https://images.priceoye.pk/vivo-y27-pakistan-priceoye-pgvrr-500x500.webp,2023-08-24,"Dual SIM (Nano-SIM, dual stand-by)",164.1 x 76.2 x 8.1 mm,190 g,Funtouch OS 13 (Based on Android 13),6.64 Inches,1080 x 2388 Pixels,LCD,N/A,128 GB,6 GB,Yes,Octa-core Mediatek MT6769 Helio G85 (12nm),Mali-G52 MC2,5000 mAh,8 MP,No,Yes,50 MP + 2 MP,Yes,Yes,Yes,Yes,Yes,No,No,Yes,N/A
itel,"https://priceoye.pk/mobiles/itel/itel-magic-3-titan
","itel magic 3 titan
","Rs  5,499",https://images.priceoye.pk/itel-magic-3-titan-pakistan-priceoye-gta2d-500x500.webp,2022-01-04,Dual SIM,140 x 59 x 13.5 mm,N/A,N/A,2.8 inches,240 x 320,QVGA,N/A,4 MB,4MB,T-Flash - up to 32GB,N/A,N/A,4000 mAh,N/A,No,No,0.08 MP,Yes,Yes,Yes,No,No,No,N/A,No,No
itel,"https://priceoye.pk/mobiles/itel/e-tachi-b222-lite
","e tachi b222 lite
","Rs  2,999",https://images.priceoye.pk/e-tachi-b222-lite-pakistan-priceoye-ab2mk-500x500.webp,2023-06-02,"Dual Sim, Dual Standby",N/A,N/A,Proprietary OS,1.8″ Inches,320 x 240,QVGA Display,N/A,32 MB,32 MB,Yes,N/A,N/A,1000 Mah,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No
gfive,"https://priceoye.pk/mobiles/gfive/gfive-g251
","gfive g251
","Rs  3,499",https://images.priceoye.pk/gfive-g251-pakistan-priceoye-d3xi9-500x500.webp,2022-03-09,Dual Sim,null,null,Proprietary OS,2.4 Inches,null,null,null,Standard,Standard,Yes,null,null,3000 mAh,null,null,null,Digital Camera,null,Yes,Yes,null,null,null,Yes,null,null
gfive,"https://priceoye.pk/mobiles/gfive/gfive-rose
","gfive rose
","Rs  3,299",https://images.priceoye.pk/gfive-rose-pakistan-priceoye-hk5og-500x500.webp,2023-02-14,Dual Sim,null,null,Proprietary OS,2.4 Inches,null,LCD Display,null,Standard,Standard,Yes,null,null,3000 mAh,null,null,null,null,null,null,null,null,null,null,Yes,null,null
gfive,"https://priceoye.pk/mobiles/gfive/gfive-don
","gfive don
","Rs  2,849",https://images.priceoye.pk/gfive-don-pakistan-priceoye-j2fd8-500x500.webp,2023-06-16,Dual Sim,null,N/A,N/A,1.8 Inches,128 x 160,N/A,N/A,Standard,Standard,Yes,N/A,N/A,3000 mAh,No,No,No,0.08 MP,N/A,Yes,Yes,No,No,No,FM Radio,No,No
nokia,"https://priceoye.pk/mobiles/nokia/nokia-110-2019
","nokia 110 2019
","Rs  6,999",https://images.priceoye.pk/nokia-110-2019-pakistan-priceoye-tbegw-500x500.webp,2019-01-01,"Dual SIM (Mini-SIM, dual stand-by)",4.54 x 1.96 x 0.56 inches,75 g,Android 9.0 (Pie),1.77 inches,120 x 160 pixels,"TFT, 65K colors",No,4MB,4MB,microSDHC,N/A,N/A,Removable Li-Ion 800 mAh battery,No,No,No,QVGA,No,Yes,Yes,No,No,No,FM radio,No,No
nokia,"https://priceoye.pk/mobiles/nokia/nokia-105-plus
","nokia 105 plus
","Rs  5,499",https://images.priceoye.pk/nokia-105-plus-pakistan-priceoye-tflhj-500x500.webp,2023-01-28,Dual Sim,115.2 x 49.9 x 14.3 mm,72 g,S30+,1.77 Inches,QQVGA,null,null,4MB,4MB,Yes,MT6261D,null,"1000 mAh, Removable",null,null,null,null,null,null,null,null,null,null,Yes,null,null
samsung,"https://priceoye.pk/mobiles/samsung/samsung-galaxy-z-flip-4
","samsung galaxy z flip 4
","Rs  314,999",https://images.priceoye.pk/samsung-galaxy-z-flip-4-pakistan-priceoye-cb3mm-500x500.webp,2022-10-18,"Nano-SIM, eSIM","Unfolded: (165.2 x 71.9 x 6.9 mm), Folded: (84.9 x 71.9 x 15.9-17.1 mm)",187 g,"Android 12, One UI 4.1.1",6.7 Inches,1080 x 2640 pixels,"Foldable Dynamic AMOLED 2X, 120Hz, HDR10+, 1200 nits (peak)",N/A,512 GB,8GB RAM,No,Qualcomm SM8475 Snapdragon 8+ Gen 1 (4 nm),Adreno 730,"Li-Po 3700 mAh, non-removable",10 MP,No,4K@30fps,12 MP + 12 MP,Yes,"4K@30/60fps, 1080p@60/240fps, 720p@960fps, HDR10+",Yes,Yes,Yes,Yes,No,Yes,Yes
oppo,"https://priceoye.pk/mobiles/oppo/oppo-f21-pro-5g
","oppo f21 pro 5g
","Rs  139,999",https://images.priceoye.pk/oppo-f21-pro-5g-pakistan-priceoye-mgwq4-500x500.webp,2022-05-31,"Dual SIM (Nano-SIM, dual stand-by)",159.9 x 73.2 x 7.5 mm,173 g,Android 12 OS,6.43 inches,1080 x 2400 pixels,AMOLED,Schott Xensation glass,128 GB,8 GB,microSDXC,Qualcomm SM6375 Snapdragon 695 5G (6 nm),Adreno 619,"Li-Po 4500 mAh, non-removable",16 MP,No,Yes,64 MP + 2 MP + 2 MP,Yes,1080p@30fps,Yes,Yes,Yes,Yes,No,Yes,No
infinix,"https://priceoye.pk/mobiles/infinix/infinix-zero-30-5g
","infinix zero 30 5g
","Rs  103,999",https://images.priceoye.pk/infinix-zero-30-5g-pakistan-priceoye-j094i-500x500.webp,2023-09-04,"Dual SIM (Nano-SIM, dual stand-by)",164.5 x 75 x 7.9 mm,185 g,"Android 13, XOS 13",6.78 Inches,1080 x 2400 Pixels,AMOLED,Corning Gorilla Glass 5,256 GB,12 GB,N/A,Mediatek Dimensity 8020 (6 nm) Octa-core,Mali-G77 MC9,5000 mAh,50 MP,Yes,"4K@30/60fps, 1080p@30fps",108 MP + 13 MP + 2 MP,Yes,"4K@30/60fps, 1080p@30/60fps",Yes,Yes,Yes,Yes,Yes,Yes,Yes
tecno,"https://priceoye.pk/mobiles/tecno/tecno-spark-go-2023
","tecno spark go 2023
","Rs  23,799",https://images.priceoye.pk/tecno-spark-go-2023-pakistan-priceoye-kr1aw-500x500.webp,2023-01-19,"Dual SIM (Nano-SIM, dual stand-by)",163.9 x 75.5 x 8.9 mm,N/A,"Android 12, HIOS 12",6.6 inches,720 x 1600 pixels,IPS LCD,N/A,64 GB,4 GB + (3 GB Extended RAM),microSDXC (dedicated slot),Mediatek MT6761 Helio A22,PowerVR GE8320,"Li-Po 5000 mAh, non-removable",5 MP,No,Yes,13 MP,Yes,1080p@30fps,Yes,Yes,Yes,No,N/A,Yes,No
gfive,"https://priceoye.pk/mobiles/gfive/gfive-g4-play
","gfive g4 play
","Rs  3,199",https://images.priceoye.pk/gfive-g4-play-pakistan-priceoye-9uqeb-500x500.webp,2023-07-07,Dual SIM + dual stand-by,N/A,N/A,Proprietary OS,2.4 Inches,320 x 240,QVGA,No,Standard,Standard,Yes,N/A,N/A,3000 mAh,No,No,No,0.08,No,Yes,Yes,No,No,No,Yes,No,No
samsung,"https://priceoye.pk/mobiles/samsung/samsung-galaxy-a04e
","samsung galaxy a04e
","Rs  20,499",https://images.priceoye.pk/samsung-galaxy-a04e-pakistan-priceoye-dyjpa-500x500.webp,2023-05-30,"Dual Sim, Dual Standby (Nano-SIM)",164.2 x 75.9 x 9.1 mm,188 g,"Android 12, One UI Core 4.1",6.5 Inches,"720 x 1600 pixels,",PLS LCD,N/A,32/64 GB,3 GB,microSDXC (dedicated slot),Mediatek MT6765 Helio P35 (12nm),PowerVR GE8320,"Li-Po 5000 mAh, non-removable",5 MP,No,1080p@30fps,13 MP + 2 MP,Yes,1080p@30fps,Yes,Yes,Yes,No,Yes,Yes,No
infinix,"https://priceoye.pk/mobiles/infinix/infinix-hot-30-play-nfc
","infinix hot 30 play nfc
","Rs  27,049",https://images.priceoye.pk/infinix-hot-30-play-nfc-pakistan-priceoye-w9a6f-500x500.webp,2023-05-22,"Dual SIM (Nano-SIM, dual stand-by)",170.6 x 77.5 x 8.6 mm,205 g,"Android 13, XOS 12.6",6.82 inches,720 x 1640 pixels,"IPS LCD, 90Hz, 500 nits (peak)",null,64 GB,4 GB,microSDXC (dedicated slot),"Octa-core CPU, Up To 2.3GHz, 12nm",IMG PowerVR GE8320,"Li-Po 6000 mAh, non-removable",8 MP,Yes,1080p@30fps,16 MP + QVGA,Yes,1080p@30fps,Yes,Yes,Yes,No,Yes,Yes,Yes
infinix,"https://priceoye.pk/mobiles/infinix/infinix-smart-8
","infinix smart 8
","Rs  22,599",https://images.priceoye.pk/infinix-smart-8-pakistan-priceoye-7pm1h-500x500.webp,2023-11-09,"Dual SIM (Nano-SIM, dual stand-by)",N/A,N/A,Android 13,6.6 Inches,720 x 1612 Pixels,"IPS LCD, 90Hz, 500 nits (peak)",N/A,64 GB,3 GB,microSDXC (dedicated slot),Unisoc T606,Mali-G57 MP1,5000 mAh,8 MP,Yes,Yes,50 MP Dual,Yes,1080p@30fps,Yes,Yes,Yes,No,FM radio,Yes,No
oppo,"https://priceoye.pk/mobiles/oppo/oppo-f21-pro
","oppo f21 pro
","Rs  118,299",https://images.priceoye.pk/oppo-f21-pro-pakistan-priceoye-4ctum-500x500.webp,2022-04-11,"Dual Sim, Dual Standby (Nano-SIM)",159.9 x 73.2 x 7.5 mm,175 g,"Android 11, ColorOS 12.1",6.43 Inches,1080 x 2400 Pixels,"AMOLED Capacitive Touchscreen, Multitouch",Corning Gorilla Glass 5,128 GB,8 GB,Yes,Qualcomm SM6225 Snapdragon 680 4G (6 nm),Adreno 610,"(Li-Po Non removable), 4500 mAh",32 MP,Yes,"1080p@30fps, gyro-EIS",64 MP + 2 MP + 2 MP,Yes,"1080p@30fps, gyro-EIS",Yes,Yes,Yes,No,Yes,Yes,No
vivo,"https://priceoye.pk/mobiles/vivo/vivo-v27e
","vivo v27e
","Rs  87,999",https://images.priceoye.pk/vivo-v27e-pakistan-priceoye-z7fig-500x500.webp,2023-05-30,"Hybrid Dual SIM (Nano-SIM, dual stand-by)",162.5 x 75.8 x 7.7 mm,185 g (6.53 oz),"Android 13, Funtouch 13",6.62 inches,1080 x 2400 pixels,"AMOLED, 120Hz",N/A,256 GB,8 GB,microSDXC (uses shared SIM slot),Mediatek MT8781 Helio G99 (6nm),Mali-G57 MC2,"Li-Po 4600 mAh, non-removable",32 MP,No,1080p@30fps,64 MP + 2 MP + 2 MP,Yes,MP4,Yes,Yes,Yes,No,N/A,Yes,Yes (market/region dependent)
tecno,"https://priceoye.pk/mobiles/tecno/tecno-pova-neo-2
","tecno pova neo 2
","Rs  39,799",https://images.priceoye.pk/tecno-pova-neo-2-pakistan-priceoye-8ipuo-500x500.webp,2023-05-30,"Dual SIM (Nano-SIM, Dual Stand-By)",170.86 x 77.79 x 9.63 mm,N/A,Android 12,6.82 Inches,720*1640 Pixels,HD+ Dot In Display,N/A,64/ 128 GB,4 GB,Yes,Helio G85 Octa Core,N/A,7000 mAh,8 MP,Yes,Yes,16 MP,Yes,Yes,Yes,Yes,Yes,N/A,Yes,Yes,N/A
itel,"https://priceoye.pk/mobiles/itel/itel-it9010-4g
","itel it9010 4g
","Rs  4,499",https://images.priceoye.pk/itel-it9010-4g-pakistan-priceoye-fh21a-500x500.webp,2023-02-16,Dual Sim,null,null,Proprietary OS,1.77 Inches,null,null,null,128 MB,48 MB,Yes,null,null,1000 mAh,null,null,null,Rear Camera,null,Yes,null,null,Yes,null,Yes,null,null
itel,"https://priceoye.pk/mobiles/itel/itel-it2176
","itel it2176
","Rs  2,699",https://images.priceoye.pk/itel-it2176-pakistan-priceoye-jo35u-500x500.webp,2023-12-04,Dual Sim,N/A,N/A,Proprietary OS,2 Inches,N/A,N/A,N/A,Standard,Standard,Yes,N/A,N/A,1000 mAh,No,No,No,Digital Camera,No,Yes,Yes,N/A,No,No,Yes,No,No
gfive,"https://priceoye.pk/mobiles/gfive/gfive-falak
","gfive falak
","Rs  3,199",https://images.priceoye.pk/gfive-falak-pakistan-priceoye-xlqu4-500x500.webp,2022-03-09,Dual SIM,null,null,Proprietary OS,2.4 Inches,null,LCD Display,null,Standard,Standard,Yes,null,null,3500 mAh,null,null,null,Digital Camera,null,Yes,null,null,null,null,Yes,null,null
gfive,"https://priceoye.pk/mobiles/gfive/gfive-boss
","gfive boss
","Rs  3,099",https://images.priceoye.pk/gfive-boss-pakistan-priceoye-fiyce-500x500.webp,2022-09-14,Dual Sim,null,null,Proprietary OS,2.4 Inches,null,null,null,Standard,Standard,Yes,null,null,3000 mAh,null,null,null,Digital Camera,null,Yes,null,null,null,null,Yes,null,null
gfive,"https://priceoye.pk/mobiles/gfive/gfive-fire
","gfive fire
","Rs  3,199",https://images.priceoye.pk/gfive-fire-pakistan-priceoye-w465u-500x500.webp,2023-07-07,Dual SIM + dual stand-by,N/A,N/A,Proprietary OS,2.4 Inches,320 x 240,N/A,N/A,Standard,Standard,Yes,N/A,N/A,3000 mAh,No,No,No,0.08 MP,No,Yes,Yes,No,No,No,Yes,No,No
gfive,"https://priceoye.pk/mobiles/gfive/gfive-pro-max
","gfive pro max
","Rs  4,199",https://images.priceoye.pk/gfive-pro-max-pakistan-priceoye-iqeyc-500x500.webp,2023-08-25,Dual Sim,N/A,N/A,Proprietary OS,2.8 Inches,N/A,N/A,N/A,Standard,Standard,Micro SD card (support upto 32GB),N/A,N/A,3000 mAh,null,N/A,No,0.08 MP,N/A,Yes,Yes,N/A,No,No,N/A,No,No
nokia,"https://priceoye.pk/mobiles/nokia/nokia-150-2020
","nokia 150 2020
","Rs  9,499",https://images.priceoye.pk/nokia-150-2020-pakistan-priceoye-3uikk-500x500.webp,2020-05-29,"Dual SIM (Mini-SIM, dual stand-by)",132 x 50.5 x 15 mm,90.5 g,No,2.4 inches,240 x 320 pixels,"TFT, 65K colors",No,4MB Built-in,No,Yes,No,No,Removable Li-Ion 1020 mAh battery,No,No,No,VGA,Yes,Yes,Yes,No,No,No,Yes,No,No
nokia,"https://priceoye.pk/mobiles/nokia/nokia-110-4g
","nokia 110 4g
","Rs  5,999",https://images.priceoye.pk/nokia-110-4g-pakistan-priceoye-f83ta-500x500.webp,2021-07-15,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",121 x 50 x 14.5 mm,84.5 g,null,1.8 inches,120 x 160 pixels,"TFT, 65K colors",N/A,48MB,128MB RAM,microSDHC,N/A,N/A,"Li-Ion 1020 mAh, removable",No,No,No,VGA,No,Yes,No,Yes,Yes,No,Yes,No,No
samsung,"https://priceoye.pk/mobiles/samsung/samsung-galaxy-a53
","samsung galaxy a53
","Rs  121,999",https://images.priceoye.pk/samsung-galaxy-a53-pakistan-priceoye-fq782-500x500.webp,2021-12-27,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",159.6 x 74.8 x 8.1 mm,189 g,"Android 12, One UI 4.1",6.5 Inches,1080 x 2400 Pixels,"Super AMOLED, 120Hz",N/A,128 GB,8 GB,microSDXC,Octa-core (2.4 GHz & 2.0 GHz),N/A,"Li-Po 5000 mAh, non-removable",32 MP,No,"4K@30fps, 1080p@30fps",64 MP + 12 MP + 5 MP + 5 MP,Yes,"4K@30fps, 1080p@30/60fps; gyro-EIS",Yes,Yes,Yes,Yes,No,Yes,Yes (market/region dependent)
apple,"https://priceoye.pk/mobiles/apple/apple-iphone-13
","apple iphone 13
","Rs  334,999",https://images.priceoye.pk/apple-iphone-13-pakistan-priceoye-198ir-500x500.webp,2021-09-24,Dual SIM (nano‑SIM and eSIM),146.7 x 71.5 x 7.7 mm,174 g,IOS 15,6.1 Inches,1170 x 2532 Pixels,"Super Retina XDR OLED Capacitive Touchscreen, Multitouch","Scratch-resistant ceramic glass, oleophobic coating",128/256/512 GB,6GB,No,Apple A15 Bionic (5 nm),Apple GPU (4-core graphics),Li-Ion 3240 mAh,12 MP,No,1080p@30/60/120/240fps,12 MP + 12MP,Yes,"4K@24/25/30/60fps, 1080p@30/60/120fps, gyro-EIS",Yes,Yes,Yes,Yes,No,Yes,Yes
infinix,"https://priceoye.pk/mobiles/infinix/infinix-hot-12
","infinix hot 12
","Rs  23,299",https://images.priceoye.pk/infinix-hot-12-pakistan-priceoye-l2t68-500x500.webp,2022-05-15,"Dual Sim, Dual Standby (Nano-SIM)",170.47 x 77.60 x 8.32 mm,194.9 g,Android 12,6.82 Inches,720 x 1612 pixels,"IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch",N/A,64/128GB,4/6 GB,"microSD Card, (supports up to 512GB)",MediaTek Helio G85 (12nm) - T616,Arm Mali-G52,"(Li-Po Non removable), 5000 mAh",8 MP,Yes,Yes,13MP + 2MP + AI Lens,Yes,1440p@30fps,Yes,Yes,Yes,No,Yes,Yes,No
infinix,"https://priceoye.pk/mobiles/infinix/infinix-hot-12-play
","infinix hot 12 play
","Rs  31,999",https://images.priceoye.pk/infinix-hot-12-play-pakistan-priceoye-od24i-500x500.webp,2022-04-26,"Dual Sim, Dual Standby (Nano-SIM)",170.47 x 77.60 x 8.32mm,194.9 g,"Android 11 OS, Most probably At the end of 2022, User will Get the Android 12 Update",6.82 Inches,720 x 1640 Pixels,"IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch",N/A,64 GB,4 GB,"microSD Card, (supports up to 512GB)",2.3GHz Processor,Arm Mali-G52,"(Li-Po Non removable), 6000 mAh",8 MP,Yes,1440p@30fps,13 MP + 2 MP + AI lens,Yes,1440p@30fps,Yes,Yes,Yes,No,Yes,Yes,No
infinix,"https://priceoye.pk/mobiles/infinix/infinix-hot-30i
","infinix hot 30i
","Rs  27,799",https://images.priceoye.pk/infinix-hot-30i-pakistan-priceoye-yfd50-500x500.webp,2023-08-12,Dual Sim,N/A,N/A,Android v12,6.6 inches,720 x 1612  Pixels,90 Hz Display with Water Drop Notch,N/A,128 GB,4 GB,N/A,"Octa Core, 2.3 GHz Processor",Helio G37,5000 mAh,8 MP,N/A,Yes,13 MP Dual Camera,Yes,Yes,Yes,Yes,Yes,No,N/A,Yes,N/A
realme,"https://priceoye.pk/mobiles/realme/realme-9-4g
","realme 9 4g
","Rs  97,299",https://images.priceoye.pk/realme-9-4g-pakistan-priceoye-haz64-500x500.webp,2022-07-18,"Dual Sim, Dual Standby (Nano-SIM)",160.2 x 73.3 x 8 mm,178 g,Android 12,6.4 Inches,1080 x 2400 Pixels,"Super AMOLED Capacitive Touchscreen, 16M Colors, Multitouch",N/A,128 GB,6/8 GB,microSDXC (dedicated slot),Snapdragon 680 Processor,Adreno 610,"(Li-Po Non removable), 5000 mAh",16 MP,Yes,1080p@30fps,108 MP + 8 MP + 2 MP,Yes,1080p@30fps,Yes,Yes,Yes,No,Yes,Yes,No
realme,"https://priceoye.pk/mobiles/realme/realme-9-pro-plus
","realme 9 pro plus
","Rs  95,999",https://images.priceoye.pk/realme-9-pro-plus-pakistan-priceoye-1wr1f-500x500.webp,2022-03-01,"Dual SIM (Nano-SIM, dual stand-by)",160.2 x 73.3 x 8 mm,182 g,"Android 12, Realme UI 3.0",6.4 Inches,1080 x 2400 pixels,"Super AMOLED Capacitive Touchscreen, 16M Colors, Multitouch",Corning Gorilla Glass 5,128 GB,8 GB,No,MediaTek Dimensity 920 5G (6 nm),Mali-G68 MC4,"(Li-Po Non removable), 4500 mAh",16 MP,No,"1080p@30fps, gyro-EIS",50 MP + 8 MP + 2 MP,Yes,"4K@30fps, 1080p@30/60/120/480fps, 720p@960fps, gyro-EIS",Yes,Yes,Yes,Yes,No,Yes,No
realme,"https://priceoye.pk/mobiles/realme/realme-9i
","realme 9i
","Rs  77,499",https://images.priceoye.pk/realme-9i-pakistan-priceoye-q7uik-500x500.webp,2022-01-20,"Dual Sim, Dual Standby (Nano-SIM)",164.4 x 75.7 x 8.4 mm,190 g,"Android 11, Realme UI 2.0",6.6 Inches,1080 x 2412 Pixels,"IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch",N/A,64/128 GB,4/6 GB,microSDXC (dedicated slot),Qualcomm Snapdragon 680 Processor,Adreno 610,"Li-Po 5000 mAh, non-removable",16 MP,No,1080p@30fps,50 MP + 2 MP + 2MP,Yes,1080p@30fps,Yes,Yes,Yes,No,No,Yes,No
realme,"https://priceoye.pk/mobiles/realme/realme-narzo-50a-prime
","realme narzo 50a prime
","Rs  26,599",https://images.priceoye.pk/realme-narzo-50a-prime-pakistan-priceoye-bcudz-500x500.webp,2023-05-30,"Dual SIM (Nano-SIM, dual stand-by)",164.4 x 75.6 x 8.1 mm,189 g,"Android 11, Realme UI 2.0",6.6 inches,1080 x 2408 pixels,"IPS LCD, 600 nits (peak)",N/A,64/128 GB,4 GB,microSDXC (dedicated slot),Unisoc Tiger T612,Mali-G57,"Li-Po 5000 mAh, non-removable",8 MP,No,720p@30fps,50 MP + 2 MP + 0.3 MP,Yes,1080p@30fps,Yes,Yes,Yes,No,No,Yes,No
tecno,"https://priceoye.pk/mobiles/tecno/tecno-camon-18-premier
","tecno camon 18 premier
","Rs  74,999",https://images.priceoye.pk/tecno-camon-18-premier-pakistan-priceoye-lc4d1-500x500.webp,2021-11-20,"Dual SIM (Nano-SIM, dual stand-by)",163.8 x 75.9 x 8.2 mm,200.6 g,"Android 11, HIOS 8.0",6.7 inches,1080 x 2400 pixels,120Hz FHD+ AMOLED Display,N/A,256 GB,8 GB,microSDXC (dedicated slot),Mediatek Helio G96,Mali-G57 MC2,"Li-Po 4750 mAh, non-removable",32 MP,Yes,1080p@30fps,64MP + 12MP  + 08MP,Yes,"4K@30fps, 1080p@30fps, gyro-EIS",Yes,Yes,Yes,No,FM radio,Yes,Yes
tecno,"https://priceoye.pk/mobiles/tecno/tecno-camon-18p
","tecno camon 18p
","Rs  45,499",https://images.priceoye.pk/tecno-camon-18p-pakistan-priceoye-m3yq2-500x500.webp,2021-10-14,"Dual Sim, Dual Standby (Nano-SIM)",168.9 x 76.7 x 8.8 mm,N/A,Android 11 OS,6.8 Inches,1080 x 2460 Pixels,"IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch",N/A,128 GB,8 GB,No,Mediatek Helio G96 (12 nm),Mali-G57 MC2,"(Li-Po Non removable), 5000 mAh",16 MP,Yes,1080p@30fps,48 MP + 13 MP + 2 MP,Yes,"4K@30fps, 1080p@30fps",Yes,Yes,Yes,No,Yes,Yes,No
tecno,"https://priceoye.pk/mobiles/tecno/tecno-camon-19-pro
","tecno camon 19 pro
","Rs  49,999",https://images.priceoye.pk/tecno-camon-19-pro-pakistan-priceoye-pcunr-500x500.webp,2022-05-31,"Dual Sim, Dual Standby (Nano-SIM)",166.8 x 74.6 x 8.6 mm,204 g,Android 12 OS,6.8 Inches,1080 x 2460 Pixels,"IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch",N/A,128 GB,8 GB,microSD Card,Mediatek MT6781 Helio G96 (12 nm),Mali-G57 MC2,"Li-Po 5000 mAh, non-removable",32 MP,No,1080p@30fps,64 MP + 50 MP + 2 MP,Yes,1080p@30fps,Yes,Yes,Yes,No,Yes,Yes,No
itel,"https://priceoye.pk/mobiles/itel/itel-vision-1-pro
","itel vision 1 pro
","Rs  16,249",https://images.priceoye.pk/itel-vision-1-pro-pakistan-priceoye-23kpw-500x500.webp,2029-11-20,"Dual SIM (Nano-SIM, dual stand-by)",N/A,N/A,Android 10 OS,6.5 inches,720 x 1600 pixels,"IPS LCD capacitive touchscreen, 16M colors",No,32 GB,2 GB,Yes,octa core 1.6 Ghz,IMG8322,"Li-Po 4000 mAh, non-removable",8 MP,No,1080p@30fps,13 MP + 2 MP + 2 MP,Yes,1080p@30fps,Yes,Yes,Yes,No,FM radio,Yes,No
itel,"https://priceoye.pk/mobiles/itel/itel-power-410
","itel power 410
","Rs  3,199",https://images.priceoye.pk/itel-power-410-pakistan-priceoye-wztm6.png,2010-10-20,"Dual Sim, Dual Standby",N/A,N/A,Featured OS,2.4 inches,240 x 320 pixels,TFT,No,4 MB,4 MB,Yes,No,No,2500 mAh Battery,No,No,No,VGA,No,Yes,Yes,No,No,null,No,No,No
itel,"https://priceoye.pk/mobiles/itel/itel-value-110s
","itel value 110s
","Rs  3,399",https://images.priceoye.pk/itel-value-110s-pakistan-priceoye-e0bcn-500x500.webp,2010-10-20,"Dual Sim, Dual Standby",N/A,N/A,Featured OS,4.8 cm,240 x 320 Pixels,TFT,No,4 MB,4 MB,Yes,No,No,1000mAh Battery,No,No,No,VGA,Yes,Yes,Yes,No,No,No,Yes,No,No
itel,"https://priceoye.pk/mobiles/itel/itel-magic-3
","itel magic 3
","Rs  5,499",https://images.priceoye.pk/itel-magic-3-pakistan-priceoye-8hrfi-500x500.webp,2022-01-20,Dual Sim,N/A,N/A,N/A,2.4 inches,N/A,QVGA,N/A,Standard,Standard,No,N/A,N/A,1900 mAh Battery,No,No,No,1.3 MP,Yes,N/A,Yes,No,No,No,No,No,No
itel,"https://priceoye.pk/mobiles/itel/itel-value-110
","itel value 110
","Rs  2,899",https://images.priceoye.pk/itel-value-110-pakistan-priceoye-rm8re-500x500.webp,2023-06-02,Dual Sim (Mini-SIM),N/A,N/A,Proprietary OS,1.8 Inches,N/A,LCD Display,N/A,4MB,N/A,Yes,N/A,N/A,1000,No,No,No,VGA,No,Yes,Yes,No,No,No,Yes,No,No
nokia,"https://priceoye.pk/mobiles/nokia/nokia-5710
","nokia 5710
","Rs  17,999",https://images.priceoye.pk/nokia-5710-pakistan-priceoye-6j4ti-500x500.webp,2023-07-12,Dual SIM support,138.9 x 57.7 x 16.2 mm,129.1 g,Proprietary OS,2.4 inches,240 x 320 pixels,TFT LCD,No,128 MB,48 MB,microSDHC,Unisoc T107,N/A,1450 mAh,No,No,No,0.3 MP,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No
samsung,"https://priceoye.pk/mobiles/samsung/samsung-galaxy-s23
","samsung galaxy s23
","Rs  359,999",https://images.priceoye.pk/samsung-galaxy-s23-pakistan-priceoye-xyg7t-500x500.webp,2023-02-28,"Nano-SIM and eSIM or Dual SIM (2 Nano-SIMs and eSIM, dual stand-by)",146.3 x 70.9 x 7.6 mm,168 g,"Android 13, One UI 5.1",6.1 inches,1080 x 2340 pixels,"Dynamic AMOLED 2X, 120Hz, HDR10+, 1750 nits (peak)",Corning Gorilla Glass Victus 2,256 GB,8 GB,No,Qualcomm SM8550-AC Snapdragon 8 Gen 2 (4 nm),Adreno 740,"Li-Ion 3900 mAh, non-removable",12 MP,No,"4K@30/60fps, 1080p@30fps",50 MP + 10 MP + 12 MP,Yes,"8K@24/30fps, 4K@30/60fps, 1080p@30/60/240fps, 1080p@960fps, HDR10+, stereo sound rec., gyro-EIS",Yes,Yes,Yes,Yes,No,Yes,Yes
oppo,"https://priceoye.pk/mobiles/oppo/oppo-a77s
","oppo a77s
","Rs  74,999",https://images.priceoye.pk/oppo-a77s-pakistan-priceoye-e2y1j-500x500.webp,2023-05-30,"Dual Sim, Dual Standby (Nano-SIM)",163.8 x 75 x 8 mm,187 g,Android 12 OS,6.5 Inches,720 x 1612 Pixels,"PS LCD Capacitive Touchscreen, 16M Colors, Multitouch",6.6 Inches,128 GB,8 GB,microSDXC,Qualcomm SM6225 Snapdragon 680 4G (6 nm) Octa-core,Adreno 610,5000 mAh,8 MP,Yes,1080p@30fps,50 MP + 2 MP,Yes,1080p@30fps,Yes,Yes,Yes,No,N/A,Yes,Yes
