brand,url,name,price,image,releaseDate,simSupport,dimensions,weight,os,screenSize,resolution,screenType,screenProtection,internalMemory,ram,cardSlot,processor,gpu,battery,frontCamera,frontFlash,frontVideoRec,backCamera,backFlash,backVideRec,bluetooth,3G,4G\LTE,5G,radio,wifi,nfc
infinix,"https://priceoye.pk/mobiles/infinix/infinix-note-30-pro
","infinix note 30 pro
","Rs  56,999",https://images.priceoye.pk/infinix-note-30-pro-pakistan-priceoye-lnuxr-500x500.webp,2023-05-22,"Dual SIM (Nano-SIM, dual stand-by)",162.7 x 76 x 8.2 mm,203 g,"Android 13, XOS 13",6.67 inches,1080 x 2400 pixels,"AMOLED, 1B colors, 120Hz, 900 nits (peak)",N/A,256 GB,8 GB,microSDXC (dedicated slot),Mediatek MT8781 Helio G99,Mali-G57 MC2,"Li-Po 5000 mAh, non-removable",32 MP,Yes,1080p@30fps,108 MP + 2 MP + 2 MP,Yes,"1440p@30fps, 1080p@30fps",Yes,Yes,Yes,No,Yes,Yes,Yes (market/region dependent)
infinix,"https://priceoye.pk/mobiles/infinix/infinix-note-30
","infinix note 30
","Rs  38,999",https://images.priceoye.pk/infinix-note-30-pakistan-priceoye-uh7xs-500x500.webp,2023-05-22,"Dual SIM (Nano-SIM, dual stand-by)",168.6 x 76.6 x 8.58 mm,219 g,Android 13,6.78 inches,1080 x 2460 pixels,"IPS LCD, 120Hz, 580 nits (peak)",N/A,128/256 GB,8 GB,Support Up To 2 TB,Mediatek Helio G99,Mali-G57 MC2,"Li-Po 5000 mAh, non-removable",16 MP,Yes,1080p@30fps,64 MP + 2 MP + AI Cam,Yes,"1440p@30fps, 1080p@30/60fps",Yes,Yes,Yes,No,Yes,Yes,Yes (market/region dependent)
infinix,"https://priceoye.pk/mobiles/infinix/infinix-zero-30-4g
","infinix zero 30 4g
","Rs  64,499",https://images.priceoye.pk/infinix-zero-30-4g-pakistan-priceoye-tse9r-500x500.webp,2023-10-26,"Dual SIM (Nano-SIM, dual stand-by)",164.5 x 75 x 7.9 mm,182 g,"XOS 13, Android 13",6.78 inches,1080 x 2400 pixels,AMOLED,Corning Gorilla Glass 5,256 GB,8 GB,No,MediaTek Helio G99,Arm Mali-G57 MC2,5000 mAh,50 MP,Yes,"1440p@30fps, 1080p@30/60fps",108 MP + 2 MP + 2 MP,Yes,"1440p@30fps, 1080p@30/60fps",Yes,Yes,Yes,No,FM radio,Yes,Yes
infinix,"https://priceoye.pk/mobiles/infinix/infinix-hot-40i
","infinix hot 40i
","Rs  28,099",https://images.priceoye.pk/infinix-hot-40i-pakistan-priceoye-s6asu-500x500.webp,2023-12-05,"Dual SIM (Nano-SIM, dual stand-by)",163.6 x 75.6 x 8.3 mm,190 g,"Android 13, XOS 13",6.56 Inches,720 x 1612 Pixels,"IPS LCD, 90Hz, 480 nits (peak)",N/A,256 GB,8 GB,microSDXC (dedicated slot),Unisoc T606,Mali-G57 MP1,5000 mAh,32 MP,Yes,1080p@30fps,50 MP + 0.08 MP,Yes,1080p@30fps,Yes,Yes,Yes,N/A,FM radio,Yes,Yes (market/region dependent)
infinix,"https://priceoye.pk/mobiles/infinix/infinix-hot-40
","infinix hot 40
","Rs  34,499",https://images.priceoye.pk/infinix-hot-40-pakistan-priceoye-b01ep-500x500.webp,2023-12-05,"Dual SIM (Nano-SIM, dual stand-by)",168.6 x 76.6 x 8.3 mm,196 g,"Android 13, XOS 13.5",6.78 Inches,1080 x 2460 Pixels,"IPS LCD, 90Hz, 500 nits (peak)",N/A,256 GB,8 GB,microSDXC (dedicated slot),Mediatek MT6769H Helio G88,Mali-G52 MC2,5000 mAh,32 MP,Yes,1080p@30fps,50 MP + 2 MP + 0.08 MP,Yes,"1440p@30fps, 1080p@30fps",Yes,Yes,Yes,No,FM radio,Yes,Yes
tecno,"https://priceoye.pk/mobiles/tecno/tecno-camon-20
","tecno camon 20
","Rs  40,799",https://images.priceoye.pk/tecno-camon-20-pakistan-priceoye-knm81-500x500.webp,2023-05-09,"Dual SIM (Nano-SIM, dual stand-by)",163.4 x 76.7 x 8.2 mm,N/A,"Android 13, HIOS 13",6.67 inches,1080 x 2400 pixels,AMOLED,N/A,256 GB,8 GB,Unspecified,Mediatek MT6769Z Helio G85,Mali-G52 MC2,"Li-Po 5000 mAh, non-removable",32 MP,Yes,1080p@30fps,64 MP + 2 MP + AI Cam,Yes,1080p@30fps,Yes,Yes,Yes,null,FM radio,Yes,No
samsung,"https://priceoye.pk/mobiles/samsung/samsung-galaxy-a14
","samsung galaxy a14
","Rs  33,999",https://images.priceoye.pk/samsung-galaxy-a14-pakistan-priceoye-0pseu-500x500.webp,2023-06-30,"Dual Sim, Dual Standby (Nano-SIM)",167.7 x 78 x 9.1 mm,201 g,Android 13,6.6 inches,1080 x 2408 pixels,FHD+ Infinity-V Immersive display,N/A,64/128 GB,4/6 GB,Micro SD up to 1TB,Exynos 850 (8nm),Powerful Octa Core 2.0GHz LPDDR4,"(Li-Po Non removable), 5000 mAh",13 MP,No,1080p@30fps,50 MP + 5 MP + 2 MP,Yes,1080p@30fps,Yes,Yes,Yes,No,No,Yes,No
infinix,"https://priceoye.pk/mobiles/infinix/infinix-hot-40-pro
","infinix hot 40 pro
","Rs  43,999",https://images.priceoye.pk/infinix-hot-40-pro-pakistan-priceoye-cun4m-500x500.webp,2023-12-05,"Dual SIM (Nano-SIM, dual stand-by)",168.6 x 76.6 x 8.3 mm,199 g,"Android 13, XOS 13.5",6.78 Inches,1080 x 2460 Pixels,"IPS LCD, 120Hz, 500 nits (peak)",null,256GB,8GB,microSDXC (dedicated slot),Mediatek Helio G99 (6nm),Mali-G57 MC2,"5000 mAh, non-removable",32 MP,Dual-LED flash,1080p@30fps,108 MP + 2 MP + 0.08 MP,Yes,"1440p@30fps, 1080p@30fps",Yes,Yes,Yes,No,FM radio,Yes,Yes
tecno,"https://priceoye.pk/mobiles/tecno/tecno-spark-go-2024
","tecno spark go 2024
","Rs  22,699",https://images.priceoye.pk/tecno-spark-go-2024-pakistan-priceoye-2qnx5-500x500.webp,2023-11-21,Dual SIM,163.69 x 75.6 x 8.75 mm,N/A,"Android 13 (Go edition), HIOS 13",6.6 Inches,720 x 1612 Pixels,HD+ Dynamic Dot - Notch,N/A,64 GB,4 GB,microSDXC,Unisoc T606,Mali-G57 MP1,5000 mAh,8 MP,Yes,Yes,13 MP + 0.08 MP,Yes,1080p@30fps,Yes,Yes,Yes,No,FM radio,Yes,No
tecno,"https://priceoye.pk/mobiles/tecno/tecno-spark-20c
","tecno spark 20c
","Rs  25,499",https://images.priceoye.pk/tecno-spark-20c-pakistan-priceoye-1zqew-500x500.webp,2023-11-27,"Dual SIM (Nano-SIM, dual stand-by)",163.7 x 75.6 x 8.6 mm,N/A,Android 13,6.6 Inches,720 x 1612 Pixels,IPS LCD,N/A,128 GB,8 GB,microSDXC,Mediatek,PowerVR GE8320,5000 mAh,8 MP,Yes,Yes,50 MP + 0.08 MP,Yes,1080p@30fps,Yes,Yes,Yes,N/A,FM radio,Yes,No
nokia,"https://priceoye.pk/mobiles/nokia/nokia-106-2023
","nokia 106 2023
","Rs  4,749",https://images.priceoye.pk/nokia-106-2023-pakistan-priceoye-7vzy8-500x500.webp,2024-01-09,Dual Sim,121.5 x 50 x 14.4 mm,74.2 g,proprietary,1.8 Inches,120 x 160 Pixels,IPS LCD,null,Standard,Standard,Yes,N/A,N/A,1000 mAh,N/A,N/A,N/A,N/A,Yes,N/A,No,No,No,No,Yes,No,No
nokia,"https://priceoye.pk/mobiles/nokia/nokia-105-2023
","nokia 105 2023
","Rs  4,449",https://images.priceoye.pk/nokia-105-2023-pakistan-priceoye-rqo7l-500x500.webp,2023-05-18,Dual SIM,115.1 x 49.4 x 14.5 mm,78.7 g,S30+,1.8 inches,120 x 160 pixels,QQVGA,N/A,Standard,Standard,No,N/A,N/A,Li-Ion 1000 mAh,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No
oppo,"https://priceoye.pk/mobiles/oppo/oppo-a18
","oppo a18
","Rs  31,999",https://images.priceoye.pk/oppo-a18-pakistan-priceoye-pgkr1-500x500.webp,2024-02-12,"Dual Sim, Dual Standby (Nano-SIM)",163.74 x 75.03 x 8.16 mm,188 g,ColorOS 13.1,6.56 Inches,720 x 1612 Pixels (~269 PPI),HD+ LCD,N/A,128 GB,4 GB,microSDXC,MediaTek Helio G85,Mali G52 MC2 @1000MHz,5000 mAh,5 MP,N/A,Video (1080p@30fps),8 MP + 2 MP,LED Flash,Video (1080p@30fps),Yes,Yes,Yes,No,Yes,Yes,No
realme,"https://priceoye.pk/mobiles/realme/realme-c67
","realme c67
","Rs  43,999",https://images.priceoye.pk/realme-c67-pakistan-priceoye-z42bh-500x500.webp,2024-01-10,"Dual Sim, Dual Standby (Nano-SIM)",164.6 x 75.4 x 7.6 mm,185 g,Android 14 OS,6.72 Inches,1080 x 2400 Pixels,IPS LCD Capacitive Touchscreen,Panda Glass,128GB,8GB + 8GB,microSDXC (dedicated slot),Qualcomm SM6225 Snapdragon 685 (6 nm),Adreno 610,5000 mAh,8 MP,N/A,1080p@30fps,Dual Camera: 108 MP + 2MP,LED flash,1080p@30fps,Yes,Yes,Yes,N/A,Yes,Yes,Yes
oppo,"https://priceoye.pk/mobiles/oppo/oppo-a58
","oppo a58
","Rs  47,999",https://images.priceoye.pk/oppo-a58-pakistan-priceoye-x5asb-500x500.webp,2022-11-08,"Dual SIM (Nano-SIM, dual stand-by)",163.8 x 75 x 8 mm,188 g,"Android 12, ColorOS 12.1",6.56 Inches,720 x 1612 Pixels,"IPS LCD, 90Hz, 480 nits (typ), 600 nits (HBM)",N/A,128 GB,8 GB,microSDXC,Mediatek Dimensity 700,Mali-G57 MC2,5000 mAh,8 MP,No,1080p@30fps,50 MP + 2 MP,Yes,1080p@30fps,Yes,Yes,Yes,No,No,Yes,No
itel,"https://priceoye.pk/mobiles/itel/itel-a60s
","itel a60s
","Rs  21,904",https://images.priceoye.pk/itel-a60s-pakistan-priceoye-vjel9-500x500.webp,2023-08-23,"Dual Sim, Dual Standby (Nano-SIM)",N/A,N/A,Android 12 OS,6.6 Inches,720 x 1612 Pixels,IPS LCD,N/A,4/ 8 GB,64/ 128 GB,"microSD Card, (supports up to 128GB)",null,null,5000 mAh,5 MP,N/A,Yes,8 MP + AI Cam,Yes,Yes,Yes,Yes,Yes,No,N/A,Yes,No
samsung,"https://priceoye.pk/mobiles/samsung/samsung-galaxy-a05s
","samsung galaxy a05s
","Rs  44,699",https://images.priceoye.pk/samsung-galaxy-a05s-pakistan-priceoye-b7x8a-500x500.webp,2024-02-09,Dual-SIM (Nano-SIM),168.0 x 77.8 x 8.8 mm,194 g,Android,6.7 Inches,1080 x 2400,PLS LCD,N/A,128 GB,4 GB,MicroSD (Up to 1TB),"2.4GHz, 1.9GHz Octa-Core",N/A,5000 mAh,13 MP,No,Yes,50 MP + 2 MP + 2 MP,Yes,FHD (1920 x 1080) @60fps,Yes,Yes,Yes,No,N/A,Yes,N/A
realme,"https://priceoye.pk/mobiles/realme/realme-c53
","realme c53
","Rs  31,949",https://images.priceoye.pk/realme-c53-pakistan-priceoye-a5lii-500x500.webp,2023-05-31,"Dual SIM (Nano-SIM, dual stand-by)",167.3 x 76.7 x 7.5 mm,182 g,"Android 13, Realme UI T",6.74 Inches,1080 x 2400 Pixels,"IPS LCD, 90Hz, 560 nits (peak)",Panda Glass,128 GB,6 GB,microSDXC (dedicated slot),Unisoc Tiger T612,Mali-G57,5000 mAh,8 MP,No,720p@30fps,50 MP + 0.3 MP,Yes,1080p@30fps,Yes,Yes,Yes,N/A,Unspecified,Yes,No
samsung,"https://priceoye.pk/mobiles/samsung/samsung-galaxy-a24-4g
","samsung galaxy a24 4g
","Rs  55,999",https://images.priceoye.pk/samsung-galaxy-a24-4g-pakistan-priceoye-1qpzg-500x500.webp,2023-04-19,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",6.38 x 3.06 x 0.33,195 g,"Android 13, One UI 5.1",6.5 inches,1080 x 2340 pixels,"Super AMOLED, 90Hz, 1000 nits (peak)",N/A,128 GB,6 GB / 8 GB,microSDXC (dedicated slot),Mediatek MT8781 Helio G99,Mali-G57 MC2,"Li-Po 5000 mAh, non-removable",13 MP,No,1080p@30fps,50 MP + 2 MP + 2 MP,Yes,1080p@30fps,Yes,Yes,Yes,No,FM radio,Yes,N/A
samsung,"https://priceoye.pk/mobiles/samsung/samsung-galaxy-a04
","samsung galaxy a04
","Rs  19,399",https://images.priceoye.pk/samsung-galaxy-a04-pakistan-priceoye-986lp-500x500.webp,2022-02-28,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",164.4 x 76.3 x 9.1 mm,192 g,"Android 12, One UI Core 4.1",6.5 inches,720 x 1600 pixels,"PLS LCD Capacitive Touchscreen, 16M Colors, Multitouch",N/A,32/64 GB,3/4 GB,microSDXC (dedicated slot),2.35 Ghz Octa Core,null,"Li-Po 5000 mAh, non-removable",5 MP,No,Yes,50 MP + 2 MP,Yes,1080p@30fps,Yes,Yes,Yes,No,N/A,Yes,No
itel,"https://priceoye.pk/mobiles/itel/itel-p17-pro
","itel p17 pro
","Rs  16,930",https://images.priceoye.pk/itel-p17-pro-pakistan-priceoye-9ez9l-500x500.webp,2022-09-29,Dual SIM,153 x 75 x 11 mm,189 grams,Android 11 (Go Edition),5.5 inches,480 x 960 pixels,IPS LCD,N/A,32 GB,2 GB,"microSD Card, (supports up to 64GB)",UniSoC SC9832E,ARM Mali T820 MP2,Non-removable Li-Po 4000mAh battery,2 MP,No,Yes,5 MP,Yes,720p@30fps,Yes,Yes,No,No,Yes,Yes,No
nokia,"https://priceoye.pk/mobiles/nokia/nokia-105
","nokia 105
","Rs  4,999",https://images.priceoye.pk/nokia-105-simba-pakistan-priceoye-t16lx-500x500.webp,2023-02-15,Dual Sim,null,null,Proprietary OS,1.77 Inches,null,null,null,Standard,Standard,null,null,null,1000 mAh (Up to 14 Hours Talk Time / 18 Days Standby Time),null,null,null,null,null,null,null,null,null,null,Yes,null,null
apple,"https://priceoye.pk/mobiles/apple/apple-iphone-xi
","apple iphone xi
","Rs  167,999",https://images.priceoye.pk/apple-iphone-xi-pakistan-priceoye-oik1o-500x500.webp,2019-09-10,"Dual SIM (Nano-SIM, e-Sim)",150.9 x 75.7 x 8.3 mm,194 g,"iOS 13, upgradable to iOS 13.3",6.1 inches,828 x 1792 pixels,"Liquid Retina IPS LCD capacitive touchscreen, 16M colors","Scratch-resistant glass, oleophobic coating",64/128/256 GB,4 GB,No,Apple A13 Bionic (7 nm+) Hexa-core (2x2.65 GHz Lightning + 4x1.8 GHz Thunder),Apple GPU (4-core graphics),Non-removable Li-Ion 3110 mAh battery,12 MP,No,"2160p@24/30/60fps, 1080p@30/60/120fps, gyro-EIS",12 MP + 12 MP,Yes,"2160p@24/30/60fps, 1080p@30/60/120/240fps,",Yes,Yes,Yes,null,No,Yes,Yes
infinix,"https://priceoye.pk/mobiles/infinix/infinix-smart-6
","infinix smart 6
","Rs  29,299",https://images.priceoye.pk/infinix-smart-6-pakistan-priceoye-psve7-500x500.webp,2020-08-20,"Dual SIM (Nano-SIM, dual stand-by)",N/A,N/A,Android 11.0 (Go edition),6.6 inches,720 x 1600 pixels,"IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch",N/A,32/64 GB,2/3 GB,MICRO SD UP TO 512GB,Unisoc SC9863A (28nm),IMG8322,"(Li-Po Non removable), 5000 mAh",5 MP,Yes,720p@30fps,8 MP AF + 0.8 MP,Yes,1080p@30fps,Yes,Yes,Yes,No,Yes,Yes,No
samsung,"https://priceoye.pk/mobiles/samsung/samsung-galaxy-s22
","samsung galaxy s22
","Rs  194,999",https://images.priceoye.pk/samsung-galaxy-s22-pakistan-priceoye-gisgu-500x500.webp,2022-05-10,"Dual Sim, Dual standby (2 Nano-SIMs + eSIM)",146 x 70.6 x 7.6 mm,167 g,"Android 12, One UI 4.1",6.1 inches,1080 x 2340 pixels,"Dynamic AMOLED 2X Capacitive Touchscreen, 1B Colors, Multitouch",Corning Gorilla Glass Victus,256 GB,8 GB,No,Qualcomm SM8450 Snapdragon 8 Gen 1 (4 nm),Adreno 730,"(Li-ion Non removable), 3700 mAh",10 MP,No,"4K@30/60fps, 1080p@30fps",50 MP + 10 MP + 12 MP,Yes,"8K@24fps, 4K@30/60fps, 1080p@30/60/240fps, 720p@960fps, HDR10+, stereo sound rec , gyro-EIS",Yes,Yes,Yes,Yes,N/A,Yes,Yes
oppo,"https://priceoye.pk/mobiles/oppo/oppo-a38
","oppo a38
","Rs  37,149",https://images.priceoye.pk/oppo-a38-pakistan-priceoye-z6ew4-500x500.webp,2023-12-06,"Dual Sim, Dual Standby (Nano-SIM)",163.7 x 75 x 8.2 mm,190 g,Android 13 OS,6.56 Inches,720 x 1612 Pixels (~269 PPI),IPS LCD Capacitive Touchscreen,N/A,128 GB,6 GB,microSDXC,Octa-core (2 x 2.0 GHz Cortex-A75 + 6 x 1.8 GHz Cortex-A55),Mali-G52 MC2,"(Li-Po Non removable), 5000 mAh",5 MP,N/A,Video (1080p@30fps,"Dual Camera: 50 MP, f/1.8, (wide), PDAF + 2 MP, f/2.4, (depth)",LED Flash,Video (1080p@30fps),Yes,Yes,Yes,N/A,Yes,Yes,No
tecno,"https://priceoye.pk/mobiles/tecno/tecno-spark-20
","tecno spark 20
","Rs  28,399",https://images.priceoye.pk/tecno-spark-20-pakistan-priceoye-gdezy-500x500.webp,2023-12-20,"Dual SIM (Nano-SIM, dual stand-by)",163.7 x 75.6 x 8.5 mm (6.44 x 2.98 x 0.33 in),N/A,Android 13,6.6 inches,720 x 1612 pixels,"IPS LCD, 90Hz",N/A,256 GB,8GB,microSDXC,Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,"5000 mAh, non-removable",32 MP,Dual-LED flash,1080p@30fps,"Dual Camera: 50 MP, f/1.6, (wide), PDAF + 0.08 MP (auxiliary lens)",Dual-LED flash,"1440p@30fps, 1080p@30fps",Yes,Yes,Yes,N/A,FM radio,Yes,No
itel,"https://priceoye.pk/mobiles/itel/itel-s23-4g
","itel s23 4g
","Rs  29,585",https://images.priceoye.pk/itel-s23-4g-pakistan-priceoye-dw3om-500x500.webp,2023-06-14,"Dual Sim, Dual Standby (Nano-SIM)",N/A,N/A,Android 12 OS,6.6 Inches,720 x 1600 Pixels ),"IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch",N/A,128/256 GB,8/16(8+8GB  With Memory Fusion Technology),"microSD Card, (supports up to 256GB)",Octa-Core (2x 2.0 GHz Cortex-A75 + 6 x 1.6GHz Cortex-A55),Mali-G57 MP1,5000 mAh,8 MP,No,Yes,50 MP + 2 MP,Yes,1080p@30fps,Yes,Yes,Yes,No,Yes,Yes,No
itel,"https://priceoye.pk/mobiles/itel/itel-p55-plus
","itel p55 plus
","Rs  31,499",https://images.priceoye.pk/itel-p55-plus-pakistan-priceoye-0zbay-500x500.webp,2024-01-26,"Dual SIM (Nano-SIM, dual stand-by)",8.0 mm thickness,187 g,Android 13,6.6 Inches,720 x 1612 Pixels,"IPS LCD, 90Hz",N/A,128/ 256 GB,8 GB,"microSD Card, (supports up to 2TB)",Unisoc T606,Mali-G57 MP1,5000 mAh,8 MP,N/A,Yes,50 MP + 0.08 MP,Yes,Yes,Yes,Yes,Yes,No,N/A,Yes,Yes (market/region dependent)
samsung,"https://priceoye.pk/mobiles/samsung/samsung-galaxy-a34
","samsung galaxy a34
","Rs  99,999",https://images.priceoye.pk/samsung-galaxy-a34-pakistan-priceoye-jxqaw-500x500.webp,2023-05-30,"Dual Sim, Dual Standby (Nano-SIM)",161.3 X 78.1 X 8.2mm,199g,Android 12 OS,6.6 Inches,1080 x 2340 Pixels,"Super AMOLED Capacitive Touchscreen, Multitouch",Corning Gorilla Glass 5,128/256 GB,6/8 GB,MicroSD (Up to 1TB),Octa-core (2 x 2.6 GHz Cortex-A78 + 6 x 2.0 GHz Cortex-A55),Mali-G68 MC4,"Li-Po Non removable, 5000 mAh",13 MP,No,Yes,48 MP + 8 MP + 5 MP,Yes,"4K@30fps, 1080p@30fps",Yes,Yes,Yes,Yes,No,Yes,Yes
nokia,"https://priceoye.pk/mobiles/nokia/nokia-g21
","nokia g21
","Rs  24,699",https://images.priceoye.pk/nokia-g21-pakistan-priceoye-d6q3l-500x500.webp,2022-04-10,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",164.6 x 75.9 x 8.5 mm,190 g,Android 11,6.5 inches,720 x 1600 pixels,IPS LCD,N/A,64/128 GB,4/6 GB,microSDXC (dedicated slot),Unisoc T606 (12 nm),Mali-G57 MP1,"Li-Po 5050 mAh, non-removable",8 MP,No,1080p@30fps,50 MP + 2 MP + 2 MP,Yes,1080p@30fps,Yes,Yes,Yes,No,Yes,Yes,Yes (market/region dependent)
realme,"https://priceoye.pk/mobiles/realme/realme-c51
","realme c51
","Rs  23,599",https://images.priceoye.pk/realme-c51-pakistan-priceoye-1t12r-500x500.webp,2023-07-24,"Dual SIM (Nano-SIM, dual stand-by)",167.2 x 76.7 x 8 mm,186 g,"Android 13, Realme UI T",6.74 Inches,720 x 1600 Pixels,"IPS LCD, 90Hz, 560 nits (peak)",N/A,64 GB,4 GB,Yes,Unisoc Tiger T612,Mali-G57,"Li-Po 5000 mAh, non-removable",5 MP,No,720p@30fps,50 MP + 0.08 MP,Yes,1080p@30fps,Yes,Yes,Yes,N/A,N/A,Yes,N/A
itel,"https://priceoye.pk/mobiles/itel/itel-p40-4g
","itel p40 4g
","Rs  24,655",https://images.priceoye.pk/itel-p40-4g-pakistan-priceoye-zwnah-500x500.webp,2023-06-15,"Dual Sim, Dual Standby",N/A,N/A,Android 12 Go edition,6.6 Inches,720 x 1612 Pixels,HD+ IPS Waterdrop,N/A,64 GB,4 GB,Yes,SC9863A OctaCore,PowerVR GE8322,6000 mAh,5 MP,No,Yes,13 MP + VGA,Yes,Yes,Yes,Yes,Yes,No,N/A,Yes,No
itel,"https://priceoye.pk/mobiles/itel/itel-muzik-430
","itel muzik 430
","Rs  3,649",https://images.priceoye.pk/itel-muzik-430-pakistan-priceoye-roz3t-500x500.webp,2023-08-21,Dual Sim,126.3 x 53.2 x 15.5 mm,N/A,Proprietary OS,2.4 Inches,240 x 320,LCD,N/A,Standard,Standard,Expandable up to 32 GB,N/A,N/A,3000 mAh,No,N/A,No,Digital Camera,N/A,No,N/A,N/A,No,No,N/A,No,No
tecno,"https://priceoye.pk/mobiles/tecno/tecno-pop-7
","tecno pop 7
","Rs  18,999",https://images.priceoye.pk/tecno-pop-7-pakistan-priceoye-nm6tc-500x500.webp,2023-06-20,Dual Sim,163.9 x 75.5 x 8.9 mm,null,Android 12 (Go Edition),6.6 Inches,720 x 1612,HD+ Dot Notch Screen,N/A,64 GB,2 GB (1 GB Ram Expansion by Default and up to 2 GB Ram Expansion),microSDXC,SC 9863,N/A,5000 mAh,5 MP,No,Yes,8 MP + QVGA,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
samsung,"https://priceoye.pk/mobiles/samsung/samsung-galaxy-a13
","samsung galaxy a13
","Rs  57,199",https://images.priceoye.pk/samsung-galaxy-a13-pakistan-priceoye-g7ft8-500x500.webp,2022-04-26,"Dual Sim, Dual Standby (Nano-SIM)",165.1 x 76.4 x 8.8 mm,195 g,Android 12 OS,6.6 Inches,1080 x 2408 Pixels,"TFT display, 16M Colors, Multitouch",Corning Gorilla Glass 5,64/128 GB,4 GB,microSDXC (dedicated slot),Exynos 850,Mali-G52 MP1,"(Li-Po Non removable), 5000 mAh",8 MP,No,1080p@30fps,50 MP + 5 MP + 2 MP + 2 MP,Yes,1080p@30fps,Yes,Yes,Yes,No,No,Yes,No
realme,"https://priceoye.pk/mobiles/realme/realme-c30
","realme c30
","Rs  21,899",https://images.priceoye.pk/realme-c30-pakistan-priceoye-cfhk8-500x500.webp,2022-03-13,"Dual Sim, Dual Standby (Nano-SIM)",164.1 x 75.6 x 8.5 mm,182 g,Android 11 OS,6.5 Inches,720 x 1600 Pixels,"IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch",Corning Gorilla Glass,32/64 GB,2/3/4 GB RAM,microSDXC (dedicated slot),Unisoc Tiger T612 (12 nm) Octa-core,Mali-G57,(Li-Po Non removable) 5000 mAh,5 MP,No,720p@30fps,8 MP,Yes,1080p@30fps,Yes,Yes,Yes,No,No,Yes,No
itel,"https://priceoye.pk/mobiles/itel/itel-a70
","itel a70
","Rs  20,827",https://images.priceoye.pk/itel-a70-pakistan-priceoye-uubyp-500x500.webp,2023-12-27,Dual SIM,8.6 mm thickness,N/A,Android 13 (Go edition),6.6 inches,720 x 1612 pixels,IPS LCD,null,128 GB,4+8GB Extended Ram,N/A,T603 Octacore,N/A,5000 mAh,8 MP,N/A,Yes,13 MP,Yes,Yes,Yes,Yes,Yes,N/A,unspecified,Yes,No
tecno,"https://priceoye.pk/mobiles/tecno/tecno-pova-5-pro
","tecno pova 5 pro
","Rs  40,899",https://images.priceoye.pk/tecno-pova-5-pro-pakistan-priceoye-xtcci-500x500.webp,2023-11-08,"Dual SIM (Nano-SIM, dual stand-by)",168.5 x 76.5 x 9 mm (6.63 x 3.01 x 0.35 in),212 g (7.48 oz),"Android 13, HIOS 13","6.78 inches, 109.2 cm2 (~84.7% screen-to-body ratio)",1080 x 2460 pixels (~396 ppi density),"IPS LCD, 120Hz, 580 nits (peak)",N/A,256GB 8GB RAM,8GB,microSDXC (dedicated slot),Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,"Li-Po 5000 mAh, non-removable","16 MP, f/2.0, (wide)",LED flash,1080p@30fps,"50 MP, f/1.6, (wide), PDAF 0.08 MP, (depth)",Dual LED flash,"1440p@30fps, 1080p@30fps",Yes,Yes,Yes,Yes,FM radio,Yes,N/A
itel,"https://priceoye.pk/mobiles/itel/itel-a17
","itel a17
","Rs  9,907",https://images.priceoye.pk/itel-a17-pakistan-priceoye-fqpmt-500x500.webp,2022-09-13,"Dual Sim, Dual Standby (Nano-SIM)",145.2 x 74.05 x 9.85 mm,N/A,Android 10（Go edition）,5.0 Inches,720 x 1520 Pixels,FWVGA,N/A,16 GB,1 GB,microSD Card,Quad-Core 1.3GHz,SC7731E,2400 mAh,2 MP,Yes,Yes,5 MP,Yes,Yes,Yes,Yes,No,No,N/A,Yes,No
nokia,"https://priceoye.pk/mobiles/nokia/nokia-2660-flip
","nokia 2660 flip
","Rs  15,899",https://images.priceoye.pk/nokia-2660-flip-pakistan-priceoye-6vni0-500x500.webp,2022-07-12,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",-,123 g,Proprietary OS,2.8 inches,240 x 320 pixels,TFT LCD,No,128  MB,48 MB,microSDHC,Unisoc T107,N/A,"Li-Ion 1450 mAh, removable",No,No,null,0.3 MP,Yes,Yes,Yes,Yes,Yes,No,Wireless FM radio,No,No
